sku,produto,fornecedor,custo,estoque,revisado_65,anterior,fila,etapa,identidade,conflito,economia,demanda,preco_competitivo,preco_piso,preco_alvo,break_even,margem_competitiva_pct,contribuicao,tributo_pct,tributo_status,recuperado_piso_10,motivos,avisos,revisao_identidade_previa,recomendacao,fonte,avaliado_em
VTK017905,Ventilador De Coluna Ventisol Premium 60cm Bivolt - Preto,Evolusom Comercial Ltda,269.9,17,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,298.3,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK017905.json,2026-09-05T15:16:37.457Z
VTK018018,Corda Para Contrabaixo Giannini Gesbx5 0.40-0.125 Super Leve,Evolusom Comercial Ltda,60.3,16,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,59.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018018.json,2026-09-05T15:16:37.457Z
VTK018066,Caixa Medusa 6 Vias Santo Angelo 1 Saida Bsmd6,Evolusom Comercial Ltda,82.9,15,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,126.89,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018066.json,2026-09-05T15:16:37.457Z
VTK001731,Ponta Conica para Ferro de Solda 80W Power 80 Hikari,Evolusom Comercial Ltda,17.6,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,27.96,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK001731.json,2026-09-05T15:16:37.457Z
VTK001782,Testador de Tensão Hikari HKTest,Evolusom Comercial Ltda,17.6,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,19.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK001782.json,2026-09-05T15:16:37.457Z
VTK012948,Correia Nm Preto Nota Musical Branca Basso,BKR 1 Comercio e Importação Ltda,58.33,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,72.29,,,,,,8.279935224,estimated,FALSE,COR_DO_MODELO_NAO_COMPROVADA; EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK012948.json,2026-09-05T15:16:37.457Z
VTK013067,Correia Sf 128 Musgo Caveira Basso,BKR 1 Comercio e Importação Ltda,45.47,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,68.99,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK013067.json,2026-09-05T15:16:37.457Z
VTK013069,Correia Sf 06 Rock Basso,BKR 1 Comercio e Importação Ltda,45.47,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,73.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK013069.json,2026-09-05T15:16:37.457Z
VTK013071,Correia Sf 51 Raio Basso,BKR 1 Comercio e Importação Ltda,42.11,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,57.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK013071.json,2026-09-05T15:16:37.457Z
VTK018295,Resistência Hikari Para Ferro De Solda Power 60 220v Cj. 2 Peças,Evolusom Comercial Ltda,23.9,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,29.99,,,,,,8.279935224,estimated,FALSE,COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK018295.json,2026-09-05T15:16:37.457Z
VTK019061,"Moldura Fiamon 2 Din Toyota Corolla 2003 A 2007, Hilux 2005 A 2011, Prado Todos Preta ( Só As Laterais )",Evolusom Comercial Ltda,14.9,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,9.95,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019061.json,2026-09-05T15:16:37.457Z
VTK019678,Antena Móvel Aquário M-410ccom Mola 5/8 De Onda Para Rádio Vhf,Evolusom Comercial Ltda,119.95,10,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,179,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019678.json,2026-09-05T15:16:37.457Z
VTK001735,Pistola de Solda 45W 127V FIRE 100 Vermelha Hikari,Evolusom Comercial Ltda,102.99,9,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,136.64,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK001735.json,2026-09-05T15:16:37.457Z
VTK018342,Resistência Para Ferro De Solda Hikari Hk Plus Sc60 110v Com 2 Peças,Evolusom Comercial Ltda,37.2,9,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,65.55,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK018342.json,2026-09-05T15:16:37.457Z
VTK017190,Controle Remoto Mxt 01273 Tv Led Philips Ambilight 32pfl5604,Evolusom Comercial Ltda,11.6,8,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,19,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK017190.json,2026-09-05T15:16:37.457Z
VTK018161,Fonte Chaveada Mxt Para Cftv 12v 5a Bivolt,Evolusom Comercial Ltda,47.5,8,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,62.4,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018161.json,2026-09-05T15:16:37.457Z
VTK018341,Ponta Fenda Para Ferro De Solda Hikari Hk Plus Sc-30 Com 4 Peças,Evolusom Comercial Ltda,22.55,8,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,44.55,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK018341.json,2026-09-05T15:16:37.457Z
VTK018392,Acionador Manual Segurimax Enderecavel,Evolusom Comercial Ltda,49.9,8,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,80,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018392.json,2026-09-05T15:16:37.457Z
VTK000037,Encordoamento Para Contrabaixo .040 Giannini GEEBRL,Evolusom Comercial Ltda,77.6,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,89.5,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK000037.json,2026-09-05T15:16:37.457Z
VTK000380,Alicate Modelo Para Crimpar RJ45/RJ12 /RJ11 ALCT0002 Storm,BKR 1 Comercio e Importação Ltda,37.26,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,77.44,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK000380.json,2026-09-05T15:16:37.457Z
VTK000615,Antena Externa Log Para TV LU-40 Aquário,Evolusom Comercial Ltda,48.5,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,73.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK000615.json,2026-09-05T15:16:37.457Z
VTK012940,Correia Vt Sl 52 Preto Floral Basso,BKR 1 Comercio e Importação Ltda,70.87,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,115.99,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK012940.json,2026-09-05T15:16:37.457Z
VTK018356,Resistencia Para Ferro De Solda Hikari Power 60 127v Com 2 Peças,Evolusom Comercial Ltda,21.5,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,34.9,,,,,,8.279935224,estimated,FALSE,COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK018356.json,2026-09-05T15:16:37.457Z
VTK018522,Minipa Ez Test Ii Testador De Tensao,Evolusom Comercial Ltda,40.2,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,69.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018522.json,2026-09-05T15:16:37.457Z
VTK018527,Moldura Fiamon 2 Din Vw Gol G4/saveiro Preta,Evolusom Comercial Ltda,64.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,78.45,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018527.json,2026-09-05T15:16:37.457Z
VTK012950,Correia Vt 02 Marrom Basso,BKR 1 Comercio e Importação Ltda,58.33,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,68,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK012950.json,2026-09-05T15:16:37.457Z
VTK017752,Cabo Para Microfone Santo Angelo Sc-20 Balanceado Preto 100 Metros,Evolusom Comercial Ltda,439.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,171.64,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK017752.json,2026-09-05T15:16:37.457Z
VTK018653,Moldura Fiamon 2 Din Fiat Toro Basic Black Piano 16/19 Jp/ch,Evolusom Comercial Ltda,199.75,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,168,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018653.json,2026-09-05T15:16:37.457Z
VTK012947,Correia Dg 02 Marrom Basso,BKR 1 Comercio e Importação Ltda,87.56,5,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,119.46,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK012947.json,2026-09-05T15:16:37.457Z
VTK013065,Correia Ny 12 Militar Nylon Basso,BKR 1 Comercio e Importação Ltda,26.95,5,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,44.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK013065.json,2026-09-05T15:16:37.457Z
VTK018444,Moldura Fiamon 2 Din Toyota Corolla 08/ 13 Grafite,Evolusom Comercial Ltda,38.9,5,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,40,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018444.json,2026-09-05T15:16:37.457Z
VTK018644,Resistência Hikari Hk-936a,Evolusom Comercial Ltda,32.2,5,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,48.93,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018644.json,2026-09-05T15:16:37.457Z
VTK018760,Telefone Sem Fio Intelbras Ts 9160 áudio Conferência 4129160,Evolusom Comercial Ltda,899.9,5,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,949,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018760.json,2026-09-05T15:16:37.457Z
VTK018776,Modulo De Enderecamento,Evolusom Comercial Ltda,117.8,5,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,189.15,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,Fornecedor identifica módulo ME27818; catálogo identifica 41081. Correspondência não comprovada.,Completar fontes e vínculos,mercado/VTK018776.json,2026-09-05T15:16:37.457Z
VTK018730,Moldura Fiamon 2 Din Vw Gol G3/saveiro/parati Preta,Evolusom Comercial Ltda,46.9,4,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,45.77,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018730.json,2026-09-05T15:16:37.457Z
VTK018845,Resistência Para Ferro De Solda Hikari Hk Plus Cr30 220v Com2pç,Evolusom Comercial Ltda,14.45,4,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,49.9,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,Título local informa duas peças; catálogo não comprova a mesma quantidade de resistências.,Completar fontes e vínculos,mercado/VTK018845.json,2026-09-05T15:16:37.457Z
VTK018863,"Alto Falante Eros E-510 Lc 10"" 500 W Rms 4r",Evolusom Comercial Ltda,444.9,4,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,548,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018863.json,2026-09-05T15:16:37.457Z
VTK018873,Resistencia Para Ferro De Solda Hikari Plus Cr40 110v Com 2pç,Evolusom Comercial Ltda,29.9,4,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,54.9,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK018873.json,2026-09-05T15:16:37.457Z
VTK018878,Moldura Fiamon 2 Din Jeep Renegade 2015/2016,Evolusom Comercial Ltda,127.9,4,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,129,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018878.json,2026-09-05T15:16:37.457Z
VTK018934,Suporte Para Caixa Acústica Ask Ou Cubo Com Regulagem Inclinação,Evolusom Comercial Ltda,93.6,4,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,168.48,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018934.json,2026-09-05T15:16:37.457Z
VTK019161,"Moldura Fiamon Redutora 9"" Para 7"" 2 Din - Preto",Evolusom Comercial Ltda,34.9,4,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,42.44,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019161.json,2026-09-05T15:16:37.457Z
VTK000958,Suporte Para Microfone ou Mini Banner de Mesa SPE-G Preto ASK,Evolusom Comercial Ltda,29.5,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,46.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK000958.json,2026-09-05T15:16:37.457Z
VTK001766,Pistola de Solda 55W 220V FIRE 150 Vermelha Hikari,Evolusom Comercial Ltda,109.1,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,150,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK001766.json,2026-09-05T15:16:37.457Z
VTK018876,Suporte Espiral Hikari Ferro De Solda Hsf-10,Evolusom Comercial Ltda,21.2,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,27.18,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018876.json,2026-09-05T15:16:37.457Z
VTK018992,Módulo De Potência Stetsom Vulcan 3000 1c 1r,Evolusom Comercial Ltda,658.99,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,699,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018992.json,2026-09-05T15:16:37.457Z
VTK019060,"Moldura Fiamon 2 Din Toyota Corolla 2003 A 2007, Hilux 2005 A 2011, Prado Todos Preta",Evolusom Comercial Ltda,27.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,40.9,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019060.json,2026-09-05T15:16:37.457Z
VTK019105,Ferro De Soldar à Bateria Portátil Hikari 8w Hk-45b,Evolusom Comercial Ltda,50.5,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,69.8,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019105.json,2026-09-05T15:16:37.457Z
VTK019129,Autotransformador Blindado Indusat 3000va Tripolar,Evolusom Comercial Ltda,216.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,339,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019129.json,2026-09-05T15:16:37.457Z
VTK019134,Moldura Fiamon 2 Din Hyunday Azera 06/ 11 Preta,Evolusom Comercial Ltda,72.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,113.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019134.json,2026-09-05T15:16:37.457Z
VTK019135,Moldura Fiamon 2 Din Toyota Etios/ Corolla Gli 15/ Black Pia,Evolusom Comercial Ltda,43.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,56.9,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019135.json,2026-09-05T15:16:37.457Z
VTK019136,Moldura Fiamon 2 Din Vw G5 Saveiro Cross Grafite,Evolusom Comercial Ltda,46.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SINAL_INDIRETO,127.7,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,Compatibilidade exata e código Fiamon 13410 não comprovados pela descrição direta; não assumir anos/modelos de veículos do catálogo.,Completar fontes e vínculos,mercado/VTK019136.json,2026-09-05T15:16:37.457Z
