sku,pricing_group_id,origin_ml_item_id,ml_item_ids,previous_price,applied_price,http_status,confirmed_at,observed_prices,warnings
VTK012402,VTK012402|MLB63263826,MLB4857623495,"[""MLB7149339258"",""MLB4857623495""]",63.13,44.56,"{""MLB4857623495"":200,""MLB7149339258"":200}",2026-09-05T01:03:26.603Z,"{""MLB7149339258"":44.56,""MLB4857623495"":44.56}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK004830,VTK004830|MLB74554980,MLB4857623581,"[""MLB4857623581"",""MLB7524753486""]",63.27,44.71,"{""MLB4857623581"":200,""MLB7524753486"":200}",2026-09-05T01:03:30.073Z,"{""MLB4857623581"":44.71,""MLB7524753486"":44.71}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012480,VTK012480|MLB4857623523,MLB4857623523,"[""MLB4857623523""]",63.27,44.71,"{""MLB4857623523"":200}",2026-09-05T01:03:30.722Z,"{""MLB4857623523"":44.71}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012575,VTK012575|MLB7111712262,MLB7111712262,"[""MLB7111712262""]",63.27,44.71,"{""MLB7111712262"":200}",2026-09-05T01:03:31.432Z,"{""MLB7111712262"":44.71}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017267,VTK017267|MLB4981460951,MLB4981460951,"[""MLB4981460951""]",59.81,41.4,"{""MLB4981460951"":200}",2026-09-05T01:03:32.141Z,"{""MLB4981460951"":41.4}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK001640,VTK001640|MLB7111712174,MLB7111712174,"[""MLB7111712174""]",64.36,45.96,"{""MLB7111712174"":200}",2026-09-05T01:03:32.879Z,"{""MLB7111712174"":45.96}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017269,VTK017269|MLB7331728308,MLB7331728308,"[""MLB7331728308""]",60.69,42.29,"{""MLB7331728308"":200}",2026-09-05T01:03:33.703Z,"{""MLB7331728308"":42.29}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK003173,VTK003173|MLB4857623663,MLB4857623663,"[""MLB4857623663""]",64.96,46.39,"{""MLB4857623663"":200}",2026-09-05T01:03:34.537Z,"{""MLB4857623663"":46.39}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017173,VTK017173|MLB4966054577,MLB4966054577,"[""MLB4966054577""]",59.17,41,"{""MLB4966054577"":200}",2026-09-05T01:03:35.340Z,"{""MLB4966054577"":41}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK005703,VTK005703|MLB4857635847,MLB4857635847,"[""MLB4857635847""]",65.07,46.77,"{""MLB4857635847"":200}",2026-09-05T01:03:36.066Z,"{""MLB4857635847"":46.77}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012044,VTK012044|MLB7111711972,MLB7111711972,"[""MLB7111711972""]",61.43,42.46,"{""MLB7111711972"":200}",2026-09-05T01:03:36.794Z,"{""MLB7111711972"":42.46}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK001490,VTK001490|MLB22319205,MLB4857635453,"[""MLB7149372564"",""MLB4857635453""]",61.83,44.87,"{""MLB4857635453"":200,""MLB7149372564"":200}",2026-09-05T01:03:40.102Z,"{""MLB7149372564"":44.87,""MLB4857635453"":44.87}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017576,VTK017576|MLB54493374,MLB7239016738,"[""MLB7314820636"",""MLB7239016738""]",65.06,46.21,"{""MLB7239016738"":200,""MLB7314820636"":200}",2026-09-05T01:03:43.567Z,"{""MLB7314820636"":46.21,""MLB7239016738"":46.21}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK001621,VTK001621|MLB7111712014,MLB7111712014,"[""MLB7111712014""]",66.26,47.87,"{""MLB7111712014"":200}",2026-09-05T01:03:44.336Z,"{""MLB7111712014"":47.87}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK001628,VTK001628|MLB21618565,MLB4981289011,"[""MLB7317389682"",""MLB4981289011""]",61.9,41.91,"{""MLB4981289011"":200,""MLB7317389682"":200}",2026-09-05T01:03:47.807Z,"{""MLB7317389682"":41.91,""MLB4981289011"":41.91}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK002101,VTK002101|MLB4857623367,MLB4857623367,"[""MLB4857623367""]",66.56,48.22,"{""MLB4857623367"":200}",2026-09-05T01:03:48.556Z,"{""MLB4857623367"":48.22}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK018376,VTK018376|MLB27679084,MLB7285954282,"[""MLB4971945165"",""MLB7285954282""]",67.59,48.56,"{""MLB7285954282"":200,""MLB4971945165"":200}",2026-09-05T01:03:52.302Z,"{""MLB4971945165"":48.56,""MLB7285954282"":48.56}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012076,VTK012076|MLB19605921,MLB7111710088,"[""MLB7111710088"",""MLB4880579793""]",67.35,47.02,"{""MLB7111710088"":200,""MLB4880579793"":200}",2026-09-05T01:03:55.736Z,"{""MLB7111710088"":47.02,""MLB4880579793"":47.02}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012331,VTK012331|MLB7111714826,MLB7111714826,"[""MLB7111714826""]",22,14.55,"{""MLB7111714826"":200}",2026-09-05T01:03:56.404Z,"{""MLB7111714826"":14.55}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4033,""code"":""shipping.free_shipping.cost_exceeded"",""message"":""Free shipping costs exceeds sale"",""references"":[""item.prices""]}]"
VTK018063,VTK018063|MLB36263019,MLB7238972410,"[""MLB4942182601"",""MLB7238972410""]",66.55,47.94,"{""MLB7238972410"":200,""MLB4942182601"":200}",2026-09-05T01:03:59.658Z,"{""MLB4942182601"":47.94,""MLB7238972410"":47.94}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK018502,VTK018502|MLB4981360557,MLB4981360557,"[""MLB4981360557""]",60.69,43.23,"{""MLB4981360557"":200}",2026-09-05T01:04:00.608Z,"{""MLB4981360557"":43.23}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK018264,VTK018264|MLB7332135346,MLB7332135346,"[""MLB7332135346""]",63.15,45.41,"{""MLB7332135346"":200}",2026-09-05T01:04:01.363Z,"{""MLB7332135346"":45.41}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017224,VTK017224|MLB65281622,MLB7239023028,"[""MLB5034096127"",""MLB7239023028""]",64.62,46.66,"{""MLB7239023028"":200,""MLB5034096127"":200}",2026-09-05T01:04:04.763Z,"{""MLB5034096127"":46.66,""MLB7239023028"":46.66}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK004143,VTK004143|MLB4857635323,MLB4857635323,"[""MLB4857635323""]",68.56,50.51,"{""MLB4857635323"":200}",2026-09-05T01:04:05.690Z,"{""MLB4857635323"":50.51}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK002207,VTK002207|MLB23218281,MLB7111710058,"[""MLB4880579833"",""MLB7111710058""]",68.6,50.55,"{""MLB7111710058"":200,""MLB4880579833"":200}",2026-09-05T01:04:09.149Z,"{""MLB4880579833"":50.55,""MLB7111710058"":50.55}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK000016,VTK000016|MLB4937561455,MLB4937561455,"[""MLB4937561455""]",64.42,46.24,"{""MLB4937561455"":200}",2026-09-05T01:04:10.119Z,"{""MLB4937561455"":46.24}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017346,VTK017346|MLB4994951319,MLB4994951319,"[""MLB4994951319""]",68.67,49.69,"{""MLB4994951319"":200}",2026-09-05T01:04:10.995Z,"{""MLB4994951319"":49.69}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012309,VTK012309|MLB19546567,MLB7111649116,"[""MLB7111649116"",""MLB7149333170""]",65.43,46.31,"{""MLB7111649116"":200,""MLB7149333170"":200}",2026-09-05T01:04:19.915Z,"{""MLB7111649116"":46.31,""MLB7149333170"":46.31}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK000317,VTK000317|MLB7111652126,MLB7111652126,"[""MLB7111652126""]",69.84,51.97,"{""MLB7111652126"":200}",2026-09-05T01:04:20.883Z,"{""MLB7111652126"":51.97}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK000462,VTK000462|MLB4981359145,MLB4981359145,"[""MLB4981359145""]",62.63,45.49,"{""MLB4981359145"":200}",2026-09-05T01:04:21.800Z,"{""MLB4981359145"":45.49}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK001438,VTK001438|MLB21441961,MLB4857635177,"[""MLB4882855471"",""MLB4857635177""]",67.96,51.02,"{""MLB4857635177"":200,""MLB4882855471"":200}",2026-09-05T01:04:25.441Z,"{""MLB4882855471"":51.02,""MLB4857635177"":51.02}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK002225,VTK002225|MLB7111664056,MLB7111664056,"[""MLB7111664056""]",70.13,52.31,"{""MLB7111664056"":200}",2026-09-05T01:04:26.358Z,"{""MLB7111664056"":52.31}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012373,VTK012373|MLB4857635077,MLB4857635077,"[""MLB4857635077""]",70.23,52.78,"{""MLB4857635077"":200}",2026-09-05T01:04:27.220Z,"{""MLB4857635077"":52.78}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012529,VTK012529|MLB44377216,MLB4857622071,"[""MLB4880632409"",""MLB4857622071""]",70.44,53.02,"{""MLB4857622071"":200,""MLB4880632409"":200}",2026-09-05T01:04:30.915Z,"{""MLB4880632409"":53.02,""MLB4857622071"":53.02}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012548,VTK012548|MLB39188360,MLB7111710862,"[""MLB4880579543"",""MLB7111710862""]",70.44,53.02,"{""MLB7111710862"":200,""MLB4880579543"":200}",2026-09-05T01:04:34.668Z,"{""MLB4880579543"":53.02,""MLB7111710862"":53.02}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK001408,VTK001408|MLB4857635189,MLB4857635189,"[""MLB4857635189""]",68.68,51.84,"{""MLB4857635189"":200}",2026-09-05T01:04:35.709Z,"{""MLB4857635189"":51.84}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012810,VTK012810|MLB44380576,MLB4857634579,"[""MLB4857634579"",""MLB4880591321""]",71.74,54.5,"{""MLB4857634579"":200,""MLB4880591321"":200}",2026-09-05T01:04:39.402Z,"{""MLB4857634579"":54.5,""MLB4880591321"":54.5}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK000019,VTK000019|MLB66334588,MLB7111664762,"[""MLB4880581499"",""MLB7111664762""]",67.28,51.15,"{""MLB7111664762"":200,""MLB4880581499"":200}",2026-09-05T01:04:42.998Z,"{""MLB4880581499"":51.15,""MLB7111664762"":51.15}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012115,VTK012115|MLB26003341,MLB4857621823,"[""MLB4857621823"",""MLB7330115638""]",67.37,50.68,"{""MLB4857621823"":200,""MLB7330115638"":200}",2026-09-05T01:04:46.465Z,"{""MLB4857621823"":50.68,""MLB7330115638"":50.68}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012098,VTK012098|MLB66065494,MLB7111710226,"[""MLB7111710226"",""MLB7316881074""]",67.44,50.77,"{""MLB7111710226"":200,""MLB7316881074"":200}",2026-09-05T01:04:49.748Z,"{""MLB7111710226"":50.77,""MLB7316881074"":50.77}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017592,VTK017592|MLB34493962,MLB4966000715,"[""MLB4966000715"",""MLB4971984035""]",64.31,47.95,"{""MLB4966000715"":200,""MLB4971984035"":200}",2026-09-05T01:04:53.085Z,"{""MLB4966000715"":47.95,""MLB4971984035"":47.95}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017162,VTK017162|MLB22546817,MLB4937549367,"[""MLB4942205527"",""MLB4937549367""]",70.7,52.5,"{""MLB4937549367"":200,""MLB4942205527"":200}",2026-09-05T01:04:56.589Z,"{""MLB4942205527"":52.5,""MLB4937549367"":52.5}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012657,VTK012657|MLB36208220,MLB4857622009,"[""MLB4857622009"",""MLB7149405114""]",72.44,55.3,"{""MLB4857622009"":200,""MLB7149405114"":200}",2026-09-05T01:05:00.043Z,"{""MLB4857622009"":55.3,""MLB7149405114"":55.3}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK018385,VTK018385|MLB7332100906,MLB7332100906,"[""MLB7332100906""]",66.95,49.99,"{""MLB7332100906"":200}",2026-09-05T01:05:00.799Z,"{""MLB7332100906"":49.99}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK001491,VTK001491|MLB23275555,MLB4981311011,"[""MLB4981311011"",""MLB4987968089""]",68.24,51.09,"{""MLB4981311011"":200,""MLB4987968089"":200}",2026-09-05T01:05:04.152Z,"{""MLB4981311011"":51.09,""MLB4987968089"":51.09}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012908,VTK012908|MLB21714902,MLB7239018872,"[""MLB4987964023"",""MLB7239018872""]",74.65,55.93,"{""MLB7239018872"":200,""MLB4987964023"":200}",2026-09-05T01:05:07.530Z,"{""MLB4987964023"":55.93,""MLB7239018872"":55.93}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017239,VTK017239|MLB23048734,MLB7239021514,"[""MLB7391077978"",""MLB7239021514""]",70.88,53.29,"{""MLB7239021514"":200,""MLB7391077978"":200}",2026-09-05T01:05:11.005Z,"{""MLB7391077978"":53.29,""MLB7239021514"":53.29}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012680,VTK012680|MLB39282016,MLB4857622743,"[""MLB7391077700"",""MLB4857622743""]",73.68,56.71,"{""MLB4857622743"":200,""MLB7391077700"":200}",2026-09-05T01:05:14.513Z,"{""MLB7391077700"":56.71,""MLB4857622743"":56.71}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012620,VTK012620|MLB7111711526,MLB7111711526,"[""MLB7111711526""]",73.89,56.6,"{""MLB7111711526"":200}",2026-09-05T01:05:15.328Z,"{""MLB7111711526"":56.6}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK000275,VTK000275|MLB23666530,MLB7238889146,"[""MLB7238889146"",""MLB4942204851""]",73.53,55.09,"{""MLB7238889146"":200,""MLB4942204851"":200}",2026-09-05T01:05:18.896Z,"{""MLB7238889146"":55.09,""MLB4942204851"":55.09}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017819,VTK017819|MLB4981461981,MLB4981461981,"[""MLB4981461981""]",66.14,49.84,"{""MLB4981461981"":200}",2026-09-05T01:05:19.701Z,"{""MLB4981461981"":49.84}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK000008,VTK000008|MLB7111664504,MLB7111664504,"[""MLB7111664504""]",74.17,56.92,"{""MLB7111664504"":200}",2026-09-05T01:05:20.599Z,"{""MLB7111664504"":56.92}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012153,VTK012153|MLB22707352,MLB7111664722,"[""MLB7111664722"",""MLB7330398336""]",74.33,57.1,"{""MLB7111664722"":200,""MLB7330398336"":200}",2026-09-05T01:05:24.333Z,"{""MLB7111664722"":57.1,""MLB7330398336"":57.1}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017347,VTK017347|MLB28470439,MLB7311573318,"[""MLB7314819908"",""MLB7311573318""]",73.86,55.75,"{""MLB7311573318"":200,""MLB7314819908"":200}",2026-09-05T01:05:28.106Z,"{""MLB7314819908"":55.75,""MLB7311573318"":55.75}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK018384,VTK018384|MLB22770488,MLB7239001698,"[""MLB4942204541"",""MLB7239001698""]",73.13,55.47,"{""MLB7239001698"":200,""MLB4942204541"":200}",2026-09-05T01:05:31.727Z,"{""MLB4942204541"":55.47,""MLB7239001698"":55.47}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]},{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017350,VTK017350|MLB7331797296,MLB7331797296,"[""MLB7331797296""]",69.29,52.39,"{""MLB7331797296"":200}",2026-09-05T01:05:32.716Z,"{""MLB7331797296"":52.39}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK012430,VTK012430|MLB7111650940,MLB7111650940,"[""MLB7111650940""]",75.79,58.78,"{""MLB7111650940"":200}",2026-09-05T01:05:33.787Z,"{""MLB7111650940"":58.78}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK003286,VTK003286|MLB7111664044,MLB7111664044,"[""MLB7111664044""]",76.13,59.17,"{""MLB7111664044"":200}",2026-09-05T01:05:34.663Z,"{""MLB7111664044"":59.17}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
VTK017342,VTK017342|MLB7331797086,MLB7331797086,"[""MLB7331797086""]",71.32,54.55,"{""MLB7331797086"":200}",2026-09-05T01:05:35.640Z,"{""MLB7331797086"":54.55}","[{""department"":""shipping"",""cause_id"":4053,""code"":""shipping.lost_me1_by_user"",""message"":""User has not mode me1"",""references"":[""user.shipping_preferences.modes""]}]"
