ml_item_id,sku,produto_id,status,titulo,categoria,tipo_atual,prazo_atual,origem_comprovada,prazo_proposto,unidade,fonte,evidencia_em,pendencia,acao,doze_meses_sem_evidencia,observado_em
MLB4937547671,VTK017932,c1586888-7a8e-4553-954d-530816c2d000,active,Mini Morsa Hikari Hk-201 Abertura Máxima: 2 / 50mm,MLB235594,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:990338d5-5d89-4976-8630-f0b922cfbfd1:descricao,2026-09-05T23:47:16.203+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:13.061Z
MLB4937546181,VTK017218,8e3dc4a9-f886-467a-92ec-d7eb50745ffc,active,Guia Organizador Cabos Max Eletron 2ux19  Preto,MLB271708,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:1883c232-ecde-4dda-a241-ecb5854593a2:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:13.055Z
MLB4937531879,VTK018637,8c5ea493-5817-4020-b43b-f57f10c5c67a,active,Pistola De Cola Quente Hikari Hpc-280 280w Bivolt 21k913,MLB277318,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:d05c6834-bbd1-4d66-af80-647f56b7e8dc:descricao,2026-09-06T00:04:27.035+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:12.913Z
MLB4937529073,VTK004012,1640b9dc-2be6-4571-9703-3866ce763d9c,active,Nobreak Ts Shara Ups Compact 700va 7ah Bivolt,MLB270504,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:6e5c021f-5d2c-41d1-bbb1-baa439fb243d:descricao,2026-09-05T23:44:32.769+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:13.223Z
MLB4937523785,VTK017222,edbe286e-77be-4f7a-b83f-9d96fb9087b0,active,Fone De Ouvido Evus F-09 Intra Auricular Premium Rosa,MLB1664,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:cf29b4bb-27be-4e8f-99f3-13308de08bb6:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:13.585Z
MLB4937486049,VTK017571,ccc74733-b03e-42d6-a201-31712065c86d,active,Bateria Elgin Vrla Chumbo Selada 12v 7ah,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:d5677a5d-73fb-4bdc-8630-374f551fa21e:descricao,2026-09-05T23:39:34.295+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:14.215Z
MLB4937477027,VTK017453,e8674c3c-3f08-4334-ad46-264e6f16fae8,active,Cabo Hdmi 2.0 Aquário 4k03 4k 60hz 3m,MLB431813,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,anos,produto_fornecedor_ofertas:150df2e8-531b-49d2-b37d-f1cb8282a1f3:descricao,2026-09-05T23:32:21.245+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:14.549Z
MLB4937467285,VTK017679,cad1ab58-6d25-4c99-bd68-4d2a56976c6b,active,Bateria Selada De Chumbo Elgin Vrla 6v 4 5ah,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:c5af2411-34d3-47b8-b7eb-070b80c37a4f:descricao,2026-09-06T00:41:41.754+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:14.715Z
MLB4937391243,VTK018238,d127a44a-9282-4da7-9c62-64de8800241a,active,Alicate Decapador/cortador Ajustável Hikari Hk-312,MLB188425,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:e09a6fcf-709e-4632-9fe9-7239d820f08d:descricao,2026-09-05T23:54:23.934+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:15.420Z
MLB4937546247,VTK017223,a5e2ddf7-aba8-4f7d-a542-f99a5f99873f,active,Headset Gamer Evus F-02r Supreme,MLB1664,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:bc96379c-7807-434c-942e-680548b9b558:descricao,2026-09-05T23:26:31.54+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:16.379Z
MLB4942213867,VTK018238,d127a44a-9282-4da7-9c62-64de8800241a,active,Alicate Decapador Cortador De Cabo Coaxial Hikari Hk-312 Ajustável,MLB188425,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:e09a6fcf-709e-4632-9fe9-7239d820f08d:descricao,2026-09-05T23:54:23.934+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:17.192Z
MLB4942213343,VTK017932,c1586888-7a8e-4553-954d-530816c2d000,active,Mini Morsa Bancada Hikari Hk-201 Aço Carbono Mandíbula 6cm,MLB235594,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:990338d5-5d89-4976-8630-f0b922cfbfd1:descricao,2026-09-05T23:47:16.203+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:17.344Z
MLB4942205867,VTK004012,1640b9dc-2be6-4571-9703-3866ce763d9c,active,Nobreak Ts Shara 700va/490w Biv/115v 4440 Compact Xpro Preto,MLB270504,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:6e5c021f-5d2c-41d1-bbb1-baa439fb243d:descricao,2026-09-05T23:44:32.769+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:17.717Z
MLB4942205823,VTK018637,8c5ea493-5817-4020-b43b-f57f10c5c67a,active,Pistola De Cola Quente Profissional Hikari Hpc-280 280w Industrial 127/220 V Cinza-escuro 127/220v,MLB277318,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:d05c6834-bbd1-4d66-af80-647f56b7e8dc:descricao,2026-09-06T00:04:27.035+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:17.718Z
MLB4942205407,VTK002745,7fda2d8f-fb0f-4c74-91a6-d212f659df64,active,Multímetro Analógico Minipa Et-3021c Medição Tensão Corrente Resistência,MLB30214,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:4025ac2a-aa4d-48d9-b6db-7111a34873fb:descricao,2026-09-05T23:44:32.769+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:17.884Z
MLB4942204703,VTK000337,50bd0ac9-f2c6-4be2-9dbf-6bd068e3318b,active,Caixa De Som 2.0 Usb C3tech Sp-301bk Preta Portátil Para Pc E Notebook Preto,MLB3378,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:abc0b5b3-5ca7-40e2-b61c-452a0f9ec8da:descricao,2026-09-05T23:29:29.06+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:18.041Z
MLB4942184071,VTK017571,ccc74733-b03e-42d6-a201-31712065c86d,active,Elgin Selada Bateria 12v 7a Alarme E Cerca Elétrica,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:d5677a5d-73fb-4bdc-8630-374f551fa21e:descricao,2026-09-05T23:39:34.295+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:18.688Z
MLB4942183847,VTK017222,edbe286e-77be-4f7a-b83f-9d96fb9087b0,active,Fone De Ouvido Evus F-09 Intra Auricular Premium Rosa Único,MLB1664,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:cf29b4bb-27be-4e8f-99f3-13308de08bb6:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:18.690Z
MLB7253022344,VTK017223,a5e2ddf7-aba8-4f7d-a542-f99a5f99873f,active,Fone Ouvido Headset Gamer Microfone P2 Supreme F-02 Evus Cor Preto E Vermelho,MLB1664,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:bc96379c-7807-434c-942e-680548b9b558:descricao,2026-09-05T23:26:31.54+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:19.510Z
MLB7285976880,VTK017760,aac0b9b3-eafd-4013-a7c3-a68118e9b81a,active,Miniprocessador Agratto Ampr01i-01 350ml 100w 127v 127v,MLB31674,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:461f34cd-44db-4881-876c-f688711a3da3:descricao,2026-09-05T23:34:29.139+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:21.328Z
MLB4966507939,VTK018787,8d23282f-5f35-4856-b5e7-8cfe11c885c5,active,Fone Headset Intelbras Chs-55 Conector Usb 4010058,MLB3828,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:25c3fc5d-aaed-4be8-b201-7204d5c1b420:descricao,2026-09-06T00:19:20.12+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:23.016Z
MLB4965893887,VTK021272,6bff52a1-f593-4ffe-9bff-f885a087c607,active,Intelbras Telefone Ip Tip 125i Cz 4201251,MLB11347,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:8a9cea55-9bc1-4ca7-8f1c-3c880926c540:descricao,2026-09-05T23:52:15.31+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:23.639Z
MLB7298189818,VTK000591,df6526dd-a6f9-4968-9fd3-243f9fa5278f,active,Ventilador Oscilante Parede 50cm 130w Preto Ventisol Diâmetro 50 Cm Material Das Pás Plástico Quantidade De Pás 3 127v,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:5a8c0e05-36ce-4df9-8ce0-031267cd23de:descricao,2026-09-05T23:42:16.18+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:24.035Z
MLB4972532847,VTK012626,bcfd5b86-abf4-409f-8795-97cbda6d85a9,active,Escova Secadora Agratto Della Aesfo1i-03 Cinza 127/220v,MLB264715,Garantia de fábrica,3 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:6beead14-3d57-4ace-83be-d6b620fffc45:descricao,2026-09-05T23:34:29.139+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:35.125Z
MLB4972470597,VTK017679,cad1ab58-6d25-4c99-bd68-4d2a56976c6b,active,"Bateria Selada 6v 4,5ah Chumbo Vrla 1 Unidad",MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:c5af2411-34d3-47b8-b7eb-070b80c37a4f:descricao,2026-09-06T00:41:41.754+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:35.856Z
MLB4971945321,VTK021272,6bff52a1-f593-4ffe-9bff-f885a087c607,active,Telefone Ip Voip Tip 125i Display Viva-voz Intelbras,MLB11347,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:8a9cea55-9bc1-4ca7-8f1c-3c880926c540:descricao,2026-09-05T23:52:15.31+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:38.203Z
MLB4971945255,VTK018787,8d23282f-5f35-4856-b5e7-8cfe11c885c5,active,Headset Intelbras Chs 55 Usb,MLB3828,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:25c3fc5d-aaed-4be8-b201-7204d5c1b420:descricao,2026-09-06T00:19:20.12+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:38.208Z
MLB7009932680,VTK000192,e69a45d5-6ea8-4ad8-b1ff-0f72068a880d,active,Ventilador Parede Ventisol New 60cm 127v Preto 60 Cm Preto 127v Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:dd7b096c-c923-40d5-baba-b153cddc3a0f:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:46.064Z
MLB4824321721,VTK000192,e69a45d5-6ea8-4ad8-b1ff-0f72068a880d,active,Ventilador De Parede New Ventisol Comercial 60cm Com 3 Pás Estrutura Preto Pás Preto 60 Cm 127v Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:dd7b096c-c923-40d5-baba-b153cddc3a0f:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:46.064Z
MLB7313984006,VTK005803,12586428-233c-4b8d-a6f4-f67687d53d66,active,Mangueira De Látex Kepper Expansível De 13 Metros Azul Com Bico E Adaptador,MLB189923,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:12bf1b60-5e7a-4db2-b5b6-03d6b1d28bf8:descricao,2026-09-05T23:42:16.18+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:47.898Z
MLB7313972084,VTK000678,c7d5f5a9-2038-4633-bb2a-fd4eef7f46d6,active,Ventilador De Teto Inverter Mistral Led 3 Pás Preto Com Controle Remoto Ventisol 96 Cm 60hz 127/220v Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:d04710de-0af6-409f-9b24-2b08c6a879d1:descricao,2026-09-05T23:59:15.165+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:49.272Z
MLB4981486471,VTK019114,37b54719-9216-4a9d-aee6-7f2e8cf0f67f,active,Módulo De Vidro Elétrico Soft Aw32 Toyota Etios 4 Portas,MLB191714,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,2,anos,produto_fornecedor_ofertas:f285ca72-7005-4290-9726-7db63a9ef41f:descricao,2026-09-06T00:16:26.677+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:52.219Z
MLB4981311655,VTK017219,511c8cb3-fab6-4b79-81c0-e44c37eef5cd,active,Guia Organizador Cabos 2u X 19 Alta Densidade Preto,MLB271708,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:6ab1ba64-5f42-4caf-92b5-e3c396c46994:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:53.538Z
MLB7320340944,VTK017268,a1d92fec-8eff-476e-9961-b52b396dc3a3,active,Roteador 4p Tp-link Archer Xr500v Wifi Gpon Voip Gigabit Dualb,MLB5867,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,5,anos,produto_fornecedor_ofertas:c0def1a2-1f9e-407c-84e1-f1844befde1c:descricao,2026-09-05T23:26:31.54+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:54.051Z
MLB7317384038,VTK000489,eaadf369-f775-4c55-baf3-c4e47c13c248,active,Ventilador De Coluna Ventisol Turbo 6 Pás 30cm Preto 8234 30 Cm 60 Hz 220v Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:deb35075-bdee-4023-a4d2-17f520a90017:descricao,2026-09-06T00:09:15.988+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:55.218Z
MLB7316881180,VTK001348,820d71a3-a317-4c24-9b70-383e6c1bc0f8,active,Ventilador Parede Oscilante 50cm Plástico New Ventisol Estrutura Preto Pás Preto Diâmetro 50 Cm Frequência 60 Quantidade De Pás 3 220v,MLB1645,Garantia de fábrica,3 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:4f8c085d-1033-4002-9ad1-31ffc4a8bbec:descricao,2026-09-05T23:29:29.06+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:55.713Z
MLB7332787836,VTK018497,29ac58b9-df8c-4c8d-8fa8-c28e4b107a4c,active,Micro Inversor Solar Growatt Neo 2000m-x 2kw,MLB435616,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,anos,produto_fornecedor_ofertas:b6460f64-fdd6-48ce-84a0-b05e471ce3b1:descricao,2026-09-06T00:02:21.8+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:13:57.799Z
MLB7332095162,VTK017371,8c1e94d9-b846-4d0b-9ce5-ffe3c766f700,active,Teclado Evus Tc-04 Multimidia Abnt2,MLB418472,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:c1079013-e676-4903-89d1-c9cd0e7ba26a:descricao,2026-09-05T23:29:29.06+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:01.202Z
MLB7331729024,VTK017372,d17feb11-da2c-4f67-a26e-d61bb063d6fb,active,Teclado Evus Tc-03 Standard Abnt2,MLB418472,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:ac157365-0c9c-484e-8034-5b770c751166:descricao,2026-09-05T23:29:29.06+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:01.708Z
MLB7330397384,VTK017760,aac0b9b3-eafd-4013-a7c3-a68118e9b81a,active,Mini Processador De Alimentos 5 Em 1 Elétrico 350 Ml 2 Lâminas Preto Agratto Ampr01i-01 127v,MLB31674,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:461f34cd-44db-4881-876c-f688711a3da3:descricao,2026-09-05T23:34:29.139+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:02.865Z
MLB7332781300,VTK023354,4a5a1575-a471-4470-9a4b-e8b834edc73b,active,Alicate De Corte Diagonal Hikari Hk-701 21a-701 6 ,MLB439330,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:b5f5b230-bc0f-4bc5-a8eb-ccd726c51e18:descricao,2026-09-05T23:39:34.295+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:06.654Z
MLB7332777170,VTK018977,499e1f82-8c57-4a87-ae60-33009268ac0b,active,Inversor Solar Saj 2kw 220v 1mppt Mono R5-2k-s1,MLB435616,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,10,anos,produto_fornecedor_ofertas:526b5bf1-64d9-4ac3-b437-ab47067d0cab:descricao,2026-09-06T00:13:33.455+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:07.138Z
MLB7332764720,VTK019022,b0cbfece-4f82-46fa-a296-01e627d01e79,active,Antena Usb Parábola Grade Aquário Usb-2010 2.4 Ghz 20 Dbi,MLB63312,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:2d6eb13f-7d7f-43bc-b0b9-9a11ae3bb1ea:descricao,2026-09-06T00:13:33.456+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:07.447Z
MLB5005540513,VTK023354,4a5a1575-a471-4470-9a4b-e8b834edc73b,active,"Alicate Corte Diagonal 6 Hikari Hk-701 Azul, Amarelo",MLB439330,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:b5f5b230-bc0f-4bc5-a8eb-ccd726c51e18:descricao,2026-09-05T23:39:34.295+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:07.941Z
MLB7381756542,VTK018381,33cc5faf-5178-4aea-827e-0d86c55784b7,active,Detector Pyronix Fp02302 Octopus Dq 360 Graus 12 Metros,MLB277840,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,5,anos,produto_fornecedor_ofertas:193d53f4-967a-4860-9912-af9af50b2d87:descricao,2026-09-05T23:59:15.165+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:08.966Z
MLB7381743794,VTK017238,3e20ce56-00dd-491e-a9d0-0a26e0431bfb,active,Detector De Temperatura 12 24v Segurimax Contato Seco,MLB7070,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:5ae501cf-f523-4dad-8f33-40e0769012e3:descricao,2026-09-05T23:26:31.54+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:11.100Z
MLB7381675254,VTK018448,71e8cbf9-9eba-45b9-8902-5f177dc768bc,active,Bandeja Móvel Max Eletron 19 1u X 600mm Ventilada 4 Pontos,MLB419878,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:c79a7653-ab9b-4f35-adb7-0af2645982a0:descricao,2026-09-05T23:59:15.165+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:11.764Z
MLB7381238864,VTK017218,8e3dc4a9-f886-467a-92ec-d7eb50745ffc,active,Guia Organizador Cabos 2u X 19 Alta Preto,MLB271708,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:1883c232-ecde-4dda-a241-ecb5854593a2:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:14.063Z
MLB5034732715,VTK017577,ad9bb504-524a-48d3-a56c-146c4f1781ab,active,Fone De Ouvido Para Radio Comunicador Intelbras Hc20pt,MLB418301,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:773e7631-02aa-4cd2-a456-ebff7e0f0150:descricao,2026-09-05T23:37:28.28+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:16.750Z
MLB5034732711,VTK023357,be4bab51-782b-4663-a044-ce7441a10ebe,active,Bateria Selada De Chumbo Elgin Vrla 12v 18ah,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:c92450ad-7dc1-4a17-9491-0cabd0733a9f:descricao,2026-09-05T23:39:34.295+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:16.753Z
MLB5034732297,VTK019006,8fb3551e-691c-46ca-b878-137a487091dc,active,Testador Smd Com Pinça Hikari Hm 10,MLB260688,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:28d97870-acca-42bc-aa98-5e15ef1d908c:descricao,2026-09-06T00:19:20.12+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:17.216Z
MLB7391077794,VTK017238,3e20ce56-00dd-491e-a9d0-0a26e0431bfb,active,Detector Térmico De Incêndio Segurimax 12/24v Led,MLB7070,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:5ae501cf-f523-4dad-8f33-40e0769012e3:descricao,2026-09-05T23:26:31.54+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:17.750Z
MLB7390922484,VTK023357,be4bab51-782b-4663-a044-ce7441a10ebe,active,Bateria Selada Elgin 12v 18ah Vrla Para Nobreak,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:c92450ad-7dc1-4a17-9491-0cabd0733a9f:descricao,2026-09-05T23:39:34.295+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:18.384Z
MLB7400500850,VTK000244,908597bc-ffb3-4481-a8ac-fe59607034be,active,Antena Digital Externa Com Suporte E Cabo 15 Metros Preto,MLB44572,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:e9e58c6e-a022-49fe-af6c-0acb1262d089:descricao,2026-09-05T23:34:29.139+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:19.183Z
MLB5050065459,VTK002792,e1010b67-3341-4029-af06-99c399d85197,active,Detector Sensor Fumaca Optico Segurimax 12v 24v,MLB7070,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:4bb49df3-03c7-4966-b3ea-656a9131d10a:descricao,2026-09-05T23:26:31.54+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:19.186Z
MLB7432445588,VTK026046,6071fadf-6a8b-4731-a82a-80874fee6353,active,Umidificador Ultrassônico Uv-04 Bivolt Ventisol Branco 127/220v,MLB120425,,,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:2d26dd7b-5e07-4313-8ce1-d7faeaa1bc0f:descricao,2026-09-05T23:34:29.139+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:21.023Z
MLB5108989417,VTK018448,71e8cbf9-9eba-45b9-8902-5f177dc768bc,active,"Bandeja Móvel Ventilada Max Eletron De 19  Para Rack, 600mm Preto",MLB419878,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:c79a7653-ab9b-4f35-adb7-0af2645982a0:descricao,2026-09-05T23:59:15.165+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:22.559Z
MLB5191246487,VTK000876,ba5b084f-f17d-4e9f-bd13-ecf478e7d832,active,"Suporte Ajustável Notebook C3tech Nbc-40bk Preto 15,6 Polegadas",MLB63262,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,365,dias,produto_fornecedor_ofertas:1ea7c305-7bc7-4c7b-b297-43ec14652d2a:descricao,2026-09-05T23:34:29.139+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:24.995Z
MLB6563424802,VTK001185,d384d6fc-97de-4532-85d5-f9852ae5be70,paused,Nobreak Ts Shara Xpro Universal 1400va Bivolt 6 Tomadas Preto,MLB270504,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:db5675a2-bd74-486e-9252-566c29e87cd4:descricao,2026-09-06T02:09:17.489+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:26.756Z
MLB6565217410,VTK001369,ac781d9f-3af3-4553-831d-8f67fbd6ec38,paused,Nobreak Ts Shara Xpro Compact 1000va Universal Preto,MLB270504,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:a6918f6a-6ef9-4848-b0ec-6d0ad2960225:descricao,2026-09-06T01:15:27.169+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:31.243Z
MLB6573129120,VTK000869,b225442d-d4a7-4f96-8de5-cda2c94a2518,paused,Estabilizador Powerest 700va Bivolt Ts Shara,MLB1720,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,anos,produto_fornecedor_ofertas:7517436b-6a3a-4ed1-bcce-298b7d4ce033:descricao,2026-09-06T02:14:27.975+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:35.623Z
