"sku","fornecedor","nome","gtin_atual","categoria_gtin","justificativa","fonte","status","conditional_required_ids","dslite_gtin_live"
"VTK017942","Evolusom","Fonte Atx 200w C3 Tech Ps-200v4 C3plus Sem Cabo - Caixa Com 10 Unidades","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB6777","GTIN_LOOKUP_BLOCKED","",""
"VTK017951","Evolusom","Refil De Tinta Epson T504222 Ecotank Ciano","","conditional_required","GTIN não localizado nas evidências validadas.","DSLite fornecedor 133; ML categoria MLB3561","GTIN_NOT_FOUND","GTIN","010343988507"
"VTK017952","Evolusom","Refil De Tinta Epson T504322 Ecotank Magenta","","conditional_required","GTIN não localizado nas evidências validadas.","DSLite fornecedor 133; ML categoria MLB3561","GTIN_NOT_FOUND","GTIN","010343988514"
"VTK017981","Evolusom","Combo Teclado E Mouse Logitech Mk200 Usb Preto","","conditional_required","GTIN não localizado nas evidências validadas.","DSLite fornecedor 133; ML categoria MLB5914","GTIN_NOT_FOUND","GTIN","097855067203"
"VTK018064","Evolusom","Lâmpada Multilaser Super Led H8 20w 6200k Par Au836","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB5759","GTIN_LOOKUP_BLOCKED","",""
"VTK018102","Evolusom","Emenda Mecanica Seccon Para Fibra Optica Universal","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB277385","GTIN_LOOKUP_BLOCKED","",""
"VTK018111","Evolusom","Combo Teclado + Mouse Wireless Logitech Mk295","","conditional_required","GTIN não localizado nas evidências validadas.","DSLite fornecedor 133; ML categoria MLB5914","GTIN_NOT_FOUND","GTIN","097855161062"
"VTK018128","Evolusom","Microfone Cardioide Leson Sm-58 P4 Ouro Com Suporte E Cabo 5 Metros","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB4469","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018139","Evolusom","Alça Pré Formada Cabo 9,60/ 10,40 Apco6104 Preto - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB269730","GTIN_LOOKUP_BLOCKED","",""
"VTK018170","Evolusom","Aro Espaçador Permak Bafles 6x9"" Plástico Para Alto Falante Par","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB6535","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018197","Evolusom","Lâmpada Multilaser Super Led Hb4 30w 6200k Au840 Par","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB5759","GTIN_LOOKUP_BLOCKED","",""
"VTK018201","Evolusom","Plug P10 Duplo Z Mono Pedais","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB420707","GTIN_LOOKUP_BLOCKED","",""
"VTK018221","Evolusom","Pino Adaptador Daneva Dn1556 Pote Com 24 Pinos Cores Sortidas","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB255051","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018228","Evolusom","Cabo Multicabo Santo Angelo Sas 20 Vias Cobre Ofhc Metro - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB72745","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018269","Evolusom","Caixa Vazia Para 1 Subwoofer 10"" Invertida Pick-up - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK018277","Evolusom","Ponta Fenda Para Ferro De Solda Hikari Hk Plus Sc-30","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB48611","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018279","Evolusom","Parafuso Fura Lata 3.5x25mm Cento - CT / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB235592","GTIN_LOOKUP_BLOCKED","",""
"VTK018293","Evolusom","Lâmpada Multilaser Super Led Cob H1 Com Potência De 20w E Temperatura 6200k - Au832","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB5759","GTIN_LOOKUP_BLOCKED","",""
"VTK018306","Evolusom","Parafuso P/ Alto Falante 2 ""s Cento - CT / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB445725","GTIN_LOOKUP_BLOCKED","",""
"VTK018338","Evolusom","Cabo Extensão De Antena Permak 1,50 Metros - PC / 2","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB271371","GTIN_LOOKUP_BLOCKED","",""
"VTK018347","Evolusom","Web Cam Logitech C270 Hd 720p 3 Megapixels Com Microfone Cor Chumbo E Preto","","conditional_required","GTIN não localizado nas evidências validadas.","DSLite fornecedor 133; ML categoria MLB73364","GTIN_NOT_FOUND","GTIN","097855070739"
"VTK018351","Evolusom","Cabo Para Microfone Santo Angelo Sc-30 Balanceado Azul 100 Metros","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB72745","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018353","Evolusom","Cabo Multicabo Santo Angelo Sas 12 Vias Cobre Ofhc Metro - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB72745","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018354","Evolusom","Cabo Multicabo Santo Angelo Sas 36 Vias Cobre Ofhc Metro - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB72745","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018382","Evolusom","Suporte Fechadura Hikvision Ds-k4h188-u Formato U","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB194301","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018387","Evolusom","Ultraled Shocklight S11 H13 6000k 12v 35w 4000lm","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB5759","GTIN_LOOKUP_BLOCKED","",""
"VTK018397","Evolusom","Parafuso Permak Com Rosca Soberba 13mm - Cento - PC / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB235592","GTIN_LOOKUP_BLOCKED","",""
"VTK018403","Evolusom","Antena Permak Shark Branco Perola 100/m7","","attribute_absent","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria indisponível","GTIN_LOOKUP_BLOCKED","",""
"VTK018423","Evolusom","Antena Usb Parabólica De Grade Aquário Usb-2510 2.4ghz 25 Dbi E Cabo 10m - PC / 6","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB245398","GTIN_LOOKUP_BLOCKED","",""
"VTK018447","Evolusom","Canaleta 40x15x2000 Enerbras Branca Sem Dupla Face Com Divisão - PC / 12","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB73351","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018450","Evolusom","Teclado Via Web 128 Para Central 128 Plus Lcd","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB5005","GTIN_LOOKUP_BLOCKED","",""
"VTK018460","Evolusom","Refil Tinta Epson Amarelo T673420-al","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3561","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018461","Evolusom","Refil Tinta Epson Ciano T673220al","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3561","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018462","Evolusom","Terminal De Bateria Universal Grande Negativo Sapão Super - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7060","GTIN_LOOKUP_BLOCKED","",""
"VTK018467","Evolusom","Parafuso 4,2 X 38 Flangeado Cento - CT / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB235592","GTIN_LOOKUP_BLOCKED","",""
"VTK018472","Evolusom","Fusível Mega Permak 150a - PC / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB270084","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018473","Evolusom","Fusivel Permak Mega 200a - PC / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB270084","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018547","Evolusom","Caixa Metálica Universal Para Central Alarme","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB11099","GTIN_LOOKUP_BLOCKED","",""
"VTK018548","Evolusom","Caixa R.l.p. Residence Vazia 1 A.f. 12 + Dr + Tw + Rádio + Duto","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB40336","GTIN_LOOKUP_BLOCKED","",""
"VTK018552","Evolusom","Trafo De Linha Frahm T10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB30197","GTIN_LOOKUP_BLOCKED","",""
"VTK018554","Evolusom","Protetor Para Interfone Moros - Preto","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7075","GTIN_LOOKUP_BLOCKED","",""
"VTK018563","Evolusom","Parafuso Permak Com Rosca Roberba 22mm - Cento - PC / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB235592","GTIN_LOOKUP_BLOCKED","",""
"VTK018581","Evolusom","Inversor Solar Saj R5-3k-s1-15 Mono 220v 1mppt","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB435616","GTIN_LOOKUP_BLOCKED","",""
"VTK018597","Evolusom","Centralina Tech Line Lw-g5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7503","GTIN_LOOKUP_BLOCKED","",""
"VTK018610","Evolusom","Cabo Multicabo Santo Angelo Sas 6 Vias Cobre Ofhc Metro - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB72745","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018641","Evolusom","Caixa R.l.p. Vazia Para 1 A.f 12 + 2 Dr +2 Tw + Duto","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB186811","GTIN_LOOKUP_BLOCKED","",""
"VTK018642","Evolusom","Caixa R.l.p. Vazia Full Trap 2 A.f. 12""","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB271327","GTIN_LOOKUP_BLOCKED","",""
"VTK018660","Evolusom","Elgin Bateria Alcalina 23a 12v Embalagem 50 Uni","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7060","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018675","Evolusom","Sensor Pet Infravermelho Sulton Spw 400 - 20kg","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7070","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018700","Evolusom","Arandela Frahm 6"" Coaxial 25 W Rms 8r Metálica 20760","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3905","GTIN_LOOKUP_BLOCKED","",""
"VTK018721","Evolusom","Caixa Vazia Para 2 Alto Falante 12"" Modelo Turbo, Rasgada, Corvin E Acarpe","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK018728","Evolusom","Resistência Para Ferro De Solda Hikari Power 60 - 220v","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB48611","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018757","Evolusom","Vídeo Porteiro Hikvision Ds-kd8102-v","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7075","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018761","Evolusom","Botoeira Ipec Fonte 1a Na/nf","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB413560","GTIN_LOOKUP_BLOCKED","",""
"VTK018762","Evolusom","Caixa R.l.p. Vazia 2 A.f 12"" + 2 Dr + 2 Tw + Duto","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB277692","GTIN_LOOKUP_BLOCKED","",""
"VTK018767","Evolusom","Kit Ventilador 2 Coolers Para Rack Padrão 19"" X 1u Bivolt","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB2676","GTIN_LOOKUP_BLOCKED","",""
"VTK018772","Evolusom","Refil Tinta Epson Magenta T673320-al","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3561","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018791","Evolusom","Ponta Cônica Hikari 0,4mm Mtlb Para Estação De Solda 933,936, 938 - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB48611","GTIN_LOOKUP_BLOCKED","GTIN","7899810416070"
"VTK018843","Evolusom","Tela Permak 15"" Para Alto Falante Profissional Tipo Pioneer - PC / 2","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB6535","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018849","Evolusom","Chave Cs 301-d Liga Desliga Permak Com Haste Metálica 148/a - PC / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB417161","GTIN_LOOKUP_BLOCKED","",""
"VTK018850","Evolusom","Multitoc Mini Camera Dome Ccd P&b","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7073","GTIN_LOOKUP_BLOCKED","",""
"VTK018862","Evolusom","Terminal De Fio Aberto Forquilha Permak Para Módulo Pré-isolado Azul","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB38172","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018864","Evolusom","Cabo Coaxial Cabletech Std-40+tp3 Branco Bobina 305 Metros 801214000p01cb22","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB48605","GTIN_LOOKUP_BLOCKED","",""
"VTK018883","Evolusom","Alça Pré Formada Para Cabo 10,00/ 10,80mm Apco6108 Cinza - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB269730","GTIN_LOOKUP_BLOCKED","",""
"VTK018905","Evolusom","Cabinho Auto Tiaflex 0,50 Mm Vermelho 100 Metros 105006","","not_required","Validação condicional ML não exigiu GTIN.","DSLite fornecedor 133; ML categoria MLB419761","GTIN_NOT_REQUIRED","","7898429980613"
"VTK018918","Evolusom","Video Porteiro Hikvision Ds-kh8300-t","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7075","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK018995","Evolusom","Fusível Permak Mega 250a - PC / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB270084","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019015","Evolusom","Tela Permak 10"" Para Alto Falante Profissional Tipo Pioneer 114/h - PC / 2","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB6535","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019020","Evolusom","ANTENA Parabólica DE GRADE PARA Internet Aquário Mm-2420f10 2.4GHZ 20 DBI Polarização Vertical E Horizontal COM Dipolo, KIT PARA Instalação E CABO 10M","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB245398","GTIN_LOOKUP_BLOCKED","",""
"VTK019032","Evolusom","Reparo Para Alto Falante Eros E-hammer 12"" 4.7k 8r 980010084","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB418066","GTIN_LOOKUP_BLOCKED","",""
"VTK019036","Evolusom","Cabo Multicabo Santo Angelo Sas 28 Vias Cobre Ofhc Metro - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB72745","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019037","Evolusom","Headset Logitech H390 Usb","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB1664","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019041","Evolusom","Antena Parabólica De Grade Para Internet Aquário Mm-2420 Com 2.4 Ghz E Ganho De 20 Dbi - PC / 6","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB245398","GTIN_LOOKUP_BLOCKED","",""
"VTK019063","Evolusom","Arandela Redonda Fiamon 6"" Difusor 30rms 8r Preta","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB6535","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019080","Evolusom","Alca Pre Formada Para Cabo 10,00/ 10,80mm Apco6108 - PC / 10","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB269730","GTIN_LOOKUP_BLOCKED","",""
"VTK019111","Evolusom","Alarme Ipec Porta Aberta","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB7070","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019123","Evolusom","Plug P10 Duplo Z Mono Pedais","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB420707","GTIN_LOOKUP_BLOCKED","",""
"VTK019185","Evolusom","Micro Inversor Solar Deye Sun-m225g4 2,25kw","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB435616","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019227","Evolusom","Tela Plástica Permak 15"" Para Alto Falante Tipo Arlem 121/a - PC / 2","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB6535","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK019282","Evolusom","Caixa Vazia Para 2 Cornetas E 1 Tweeter Trapezoidal Acarpetada - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB127436","GTIN_LOOKUP_BLOCKED","",""
"VTK019287","Evolusom","Caixa Vazia Para 2 Cornetas E 2 Tweeters Retangular Acarpetada - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB127436","GTIN_LOOKUP_BLOCKED","",""
"VTK019301","Evolusom","Caixa Vazia Para 2 Alto Falantes 6x9"" Retangular Acarpetada - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK019385","Evolusom","Caixa Vazia Para 2 Alto Falantes De 12"" E 2 Dutos 3"" Acarpetada","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK019386","Evolusom","Caixa Vazia Para 1 Alto Falante 12"" E 1 Duto 3"" Acarpetada - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK019535","Evolusom","Controle Remoto Fks Cr962 Canivete","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB63526","GTIN_LOOKUP_BLOCKED","",""
"VTK019545","Evolusom","Caixa Vazia Para 2 Drivers E 1 Tweeter Quadrada Acarpetada - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB127436","GTIN_LOOKUP_BLOCKED","",""
"VTK019776","Evolusom","Caixa Vazia Para 2 Alto Falantes 6x9"" Invertida Pick-up - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK019777","Evolusom","Caixa Vazia Para 1 Alto Falante 12"" Invertida Pick-up - PC / 2","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK021063","Evolusom","Combo Teclado E Mouse Wireless Logitech Mk235 Compact Usb Preto Sem Fio","","conditional_required","GTIN não localizado nas evidências validadas.","DSLite fornecedor 133; ML categoria MLB5914","GTIN_NOT_FOUND","GTIN","097855120205"
"VTK021065","Evolusom","Caixa Rlp Vazia Para 1 Alto Falante 10"" Dutada Carpet","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK021723","Evolusom","Parafuso 4,2 X 22 Flangeado Cento - CT / 5","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB235592","GTIN_LOOKUP_BLOCKED","",""
"VTK022504","Evolusom","Caixa Vazia 1 Alto-falante 8"" Dutada","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB3904","GTIN_LOOKUP_BLOCKED","",""
"VTK023153","Evolusom","Caixa Vazia 02 Alto Falantes 12"" + 04 Cornetas + 02 Tweeters Turbo","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB127436","GTIN_LOOKUP_BLOCKED","",""
"VTK023558","Evolusom","Mouse Sem Fio Logitech M220 Silent Preto","","conditional_required","GTIN não localizado nas evidências validadas.","DSLite fornecedor 133; ML categoria MLB1714","GTIN_NOT_FOUND","GTIN","097855201225"
"VTK023678","Evolusom","Tela Permak 12"" Para Alto Falante Profissional Tipo Pioneer 14/i - PC / 2","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 133; ML categoria MLB6535","GTIN_LOOKUP_BLOCKED","GTIN",""
"VTK025996","BKR1","Controle Compatível Novo Px32 4 B Direct","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB99949","GTIN_LOOKUP_BLOCKED","",""
"VTK025997","BKR1","Controle Compatível Pxn52 4 B Direct","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB433284","GTIN_LOOKUP_BLOCKED","",""
"VTK025998","BKR1","Capa Chave Canivete Compatível Gm 2 B Cruze 2012 A 2018","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026002","BKR1","Capa Chave Canivete Compatível Gm 3 B Cruze 2012 A 2018","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026004","BKR1","Super Chip Xhorse Vvdi Xt27a","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB270052","GTIN_LOOKUP_BLOCKED","",""
"VTK026005","BKR1","Chip De Vidro Id48 Oe002","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB253630","GTIN_LOOKUP_BLOCKED","",""
"VTK026006","BKR1","Capa Chave Canivete Compatível Vw 2 B G5","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026009","BKR1","Capa Chave Canivete Compatível Fiat 500 3 B","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026010","BKR1","Controle 4 B Universal Wr912","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB99949","GTIN_LOOKUP_BLOCKED","",""
"VTK026011","BKR1","Controle Compatível Ford 3 B + P 2002 A 2013","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB440306","GTIN_LOOKUP_BLOCKED","",""
"VTK026014","BKR1","Capa Chave Canivete Compatível Vw 3 B G5","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026015","BKR1","Capa Chave Canivete Compatível Vw 2 B G6","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026016","BKR1","Capa Controle Compatível Ford 3 B + P 2002 A 2013","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026017","BKR1","Capa Chave Canivete Compatível Hyundai 2 B + P Hb20","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026020","BKR1","Capa Controle Compatível Ford 2 B + P 2002 A 2013","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026021","BKR1","Controle Compatível Ford 2 B + P 2002 A 2013","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB440306","GTIN_LOOKUP_BLOCKED","",""
