"SKU";"Produto";"Categoria ML";"Impedimento ML";"GTIN obrigatório"
"VTK016130";"4 Baterias Alcalinas 12v Panasonic Lrv08-1b";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016131";"4 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016133";"4 Pilhas Alcalinas Aa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016134";"4 Pilhas Alcalinas Aaa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016135";"4 Pilhas Alcalinas C Panasonic (2  Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016136";"4 Pilhas Alcalinas D Panasonic (2  Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016137";"4 Pilhas Alcalinas Premium Aa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016138";"4 Pilhas Alcalinas Premium Aaa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016139";"4 Pilhas Comum D Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016140";"4 Pilhas Recarregaveis Eneloop Pro Aa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016141";"4 Pilhas Recarregaveis Eneloop Pro Aaa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016142";"4 Pilhas Recarregaveis Eneloop Std Aa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016143";"4 Pilhas Recarregaveis Eneloop Std Aaa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016144";"4 Tubos Pilha Comum Aa C/52un Cada Panasonic";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016145";"4 Tubos Pilha Comum Aaa C/40un Cada";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016146";"40 Baterias Alcalinas 12v Panasonic Lr-V08-1bt (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016147";"40 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016149";"40 Baterias Cr2025 Panasonic (8 Cart)";"MLB7051";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016150";"40 Baterias Cr2032 Panasonic (8 Cart)";"MLB7051";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016151";"40 Pilhas Alcalinas Aa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016152";"40 Pilhas Alcalinas Aaa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016153";"40 Pilhas Alcalinas Premium Aa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016154";"40 Pilhas Alcalinas Premium Aaa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016155";"40 Pilhas Comum Aa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016156";"40 Pilhas Comum Aa Panasonic (5 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016157";"40 Pilhas Comum Aaa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016158";"40 Pilhas Comum Aaa Panasonic (5 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016159";"400 Pilhas Baterias Cr2032 3v Panasonic 80 Cartelas";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016160";"42 Pilhas Alcalinas Aa Panasonic (7 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016161";"42 Pilhas Alcalinas Aaa Panasonic (7 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016162";"42 Pilhas Alcalinas Premium Aa Panasonic (7 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016163";"42 Pilhas Alcalinas Premium Aaa Panasonic (7 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016165";"45 Baterias Cr2025 Panasonic (9 Cart)";"MLB7051";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016166";"45 Baterias Cr2032 Panasonic (9 Cart)";"MLB7051";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016167";"48 Pilhas Alcalinas Aa Panasonic (8 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016168";"48 Pilhas Alcalinas Aaa Panasonic (8 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016169";"48 Pilhas Alcalinas Premium Aa Panasonic (8 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016170";"48 Pilhas Alcalinas Premium Aaa Panasonic (8 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016171";"48 Pilhas Comum Aa Panasonic (6 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016172";"48 Pilhas Comum Aaa Panasonic (6 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016173";"5 Baterias Alcalinas 12v Panasonic Lrv08-1b";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016174";"5 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016176";"5 Tubos Pilha Comum Aa C/52un Cada Panasonic";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016177";"5 Tubos Pilha Comum Aaa C/40un Cada";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016178";"50 Baterias Alcalinas 12v Panasonic Lr-V08-1bt (5 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016179";"50 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016185";"50 Baterias Cr2025 Panasonic (10 Cart)";"MLB7051";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016186";"500 Pilhas Baterias Cr2032 3v Panasonic 100 Cartelas";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016187";"54 Pilhas Alcalinas Aa Panasonic (9 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016188";"54 Pilhas Alcalinas Aaa Panasonic (9 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016189";"54 Pilhas Alcalinas Premium Aa Panasonic (9 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016190";"54 Pilhas Alcalinas Premium Aaa Panasonic (9 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016191";"56 Pilhas Comum Aa Panasonic (7 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016192";"56 Pilhas Comum Aaa Panasonic (7 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016193";"6 Baterias Alcalinas 12v Panasonic Lrv08-1b";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016194";"6 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016196";"6 Pilhas Alcalinas Aa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016197";"6 Pilhas Alcalinas Aaa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016198";"6 Pilhas Alcalinas C Panasonic (3  Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016199";"6 Pilhas Alcalinas D Panasonic (3  Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016200";"6 Pilhas Alcalinas Premium Aa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016201";"6 Pilhas Alcalinas Premium Aaa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016202";"6 Pilhas Comum D Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016203";"6 Pilhas Recarregaveis Eneloop Pro Aa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016204";"6 Pilhas Recarregaveis Eneloop Pro Aaa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016205";"6 Pilhas Recarregaveis Eneloop Std Aa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016206";"6 Pilhas Recarregaveis Eneloop Std Aaa Panasonic (3 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016207";"60 Baterias Alcalinas 12v Panasonic Lr-V08-1bt (6 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016208";"60 Pilhas Alcalinas Aa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016209";"60 Pilhas Alcalinas Aaa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016210";"60 Pilhas Alcalinas Premium Aa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016211";"60 Pilhas Alcalinas Premium Aaa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016212";"64 Pilhas Comum Aa Panasonic (8 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016213";"64 Pilhas Comum Aaa Panasonic (8 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016214";"7 Baterias Alcalinas 12v Panasonic Lrv08-1b";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016215";"7 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016217";"70 Baterias Alcalinas 12v Panasonic Lr-V08-1bt (7 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016218";"72 Pilhas Comum Aa Panasonic (9 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016219";"72 Pilhas Comum Aaa Panasonic (9 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016220";"8 Baterias Alcalinas 12v Panasonic Lrv08-1b";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016221";"8 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016223";"8 Pilhas Alcalinas Aa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016224";"8 Pilhas Alcalinas Aa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016225";"8 Pilhas Alcalinas Aaa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016226";"8 Pilhas Alcalinas Aaa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016227";"8 Pilhas Alcalinas C Panasonic (4  Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016228";"8 Pilhas Alcalinas D Panasonic (4  Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016229";"8 Pilhas Alcalinas Premium Aa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016230";"8 Pilhas Alcalinas Premium Aa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016231";"8 Pilhas Alcalinas Premium Aaa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016232";"8 Pilhas Alcalinas Premium Aaa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016233";"8 Pilhas Comum Aa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016234";"8 Pilhas Comum Aaa Panasonic (2 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016235";"8 Pilhas Comum D Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016236";"8 Pilhas Recarregaveis Eneloop Pro Aa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016237";"8 Pilhas Recarregaveis Eneloop Pro Aaa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016238";"8 Pilhas Recarregaveis Eneloop Std Aa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016239";"8 Pilhas Recarregaveis Eneloop Std Aaa Panasonic (4 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016240";"80 Baterias Alcalinas 12v Panasonic Lr-V08-1bt (8 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016241";"80 Pilhas Comum Aa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016242";"80 Pilhas Comum Aaa Panasonic (10 Cart)";"MLB7060";"Atributos obrigatórios pendentes: É recarregável, Código universal de produto";"SIM"
"VTK016243";"9 Baterias Alcalinas 12v Panasonic Lrv08-1b";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016244";"9 Baterias Alcalinas 9v Panasonic";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016246";"90 Baterias Alcalinas 12v Panasonic Lr-V08-1bt (9 Cart)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016247";"96 Pilhas Alcalinas Premium AA Panasonic (24 Cartelas C/4 Un)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016248";"96 Pilhas Alcalinas Premium AAA Panasonic (24 Cartelas C/4 Un)";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016249";"Bateria Alcalina 9V Panasonic 24 unidades";"MLB7060";"Atributos obrigatórios pendentes: Código universal de produto";"SIM"
"VTK016250";"CR2032 50 unidades Panasonic - 10 Cartelas";"MLB270434";"Atributos obrigatórios pendentes: Número de peça do dispositivo";"NÃO"
